Car Model,Gear_type,Driven_km,Fuel type,Reg_place,Price,Car Location,City,Car_brand,Model_year,Ownership_count,EMI Rs
1.5L I-VTEC V MT,Manual,20904,Petrol,HR-26,507000,"M3M Urbana, Golf Course Extension, Gurugram",Delhi,Honda,2014,2,9912
ALPHA CVT PETROL 1.2,Automatic,45076,Petrol,HR-26,762000,"Spaze Platinum, Sohna Road, Gurugram",Delhi,Maruti,2021,2,14897
MAGNA (O) 1.2,Manual,68907,Petrol,DL-3C,261000,"Metro Walk, Rohini, New Delhi",Delhi,Hyundai,2012,2,5103
ZETA PETROL 1.2,Manual,18066,Petrol,DL-2C,691000,"Metro Walk, Rohini, New Delhi",Delhi,Maruti,2020,1,13509
SX (O) 1.5 CRDI AT,Automatic,32748,Diesel,UP-53,1487000,"Sewa Nagar
",Delhi,Hyundai,2021,1,28304
TITANIUM 1.5L DIESEL,Manual,96075,Diesel,DL-3C,742000,"Metro Walk, Rohini, New Delhi",Delhi,Ford,2020,1,14506
DELTA CVT PETROL 1.2,Automatic,13225,Petrol,DL-3C,732000,"Metro Walk, Rohini, New Delhi",Delhi,Maruti,2021,1,14311
TREND 1.2 PETROL,Manual,17523,Petrol,DL-10,572000,"Metro Walk, Rohini, New Delhi",Delhi,Ford,2019,1,11183
1.5 GTX+ AT,Automatic,54302,Diesel,HR-26,1557000,"Metro Walk, Rohini, New Delhi",Delhi,KIA,2019,1,29636
1.2L I-VTEC SX,Manual,30513,Petrol,DL-7C,455000,"Sector-18, Noida",Delhi,Honda,2016,1,8895
DELTA 1.5 SHVS MT PETROL,Manual,78358,Petrol,HR-30,674000,"Metro Walk, Rohini, New Delhi",Delhi,Maruti,2019,2,13177
LXI,Manual,46519,Petrol,UP-16,350000,"Sector-18, Noida",Delhi,Maruti,2014,1,6843
V CVT,Automatic,33836,Petrol,UP-16,906000,"KW Delhi 6, Raj Nagar Extension, Ghaziabad",Delhi,Honda,2019,1,17245
ALPHA SHVS,Manual,13941,Diesel,DL-8C,880000,"Sector-18, Noida",Delhi,Maruti,2018,1,16750
DELTA PETROL 1.2,Manual,67386,Petrol,HR-51,489000,"Vasant Kunj, New Delhi",Delhi,Maruti,2017,1,9560
1.2L I-VTEC V CVT,Automatic,39485,Petrol,HR-26,685000,"Parsvnath City Mall, Faridabad",Delhi,Honda,2019,1,13392
VXI,Manual,50854,Petrol,DL-3C,286000,"GIP Mall, Noida",Delhi,Maruti,2012,2,5591
XZ (O) 1.2 RTN,Manual,54207,Petrol,DL-11,687000,"Sector-18, Noida",Delhi,Tata,2020,1,13431
ALPHA CVT PETROL 1.2,Automatic,38540,Petrol,HR-26,696000,"Vasant Kunj, New Delhi",Delhi,Maruti,2018,1,13607
GL PLUS,Manual,37987,Petrol,DL-12,226000,"GIP Mall, Noida",Delhi,Hyundai,2013,1,4418
SPORTZ 1.2,Manual,103781,Petrol,DL-8C,270000,"Metro Walk, Rohini, New Delhi",Delhi,Hyundai,2012,1,5279
LXI CNG,Manual,51964,CNG,DL-12,374000,"Parsvnath City Mall, Faridabad",Delhi,Maruti,2019,1,7312
Varicor 400 XM,Manual,45799,Diesel,HR-26,1157000,"M3M Urbana, Golf Course Extension, Gurugram",Delhi,Tata,2019,1,22022
1.2L I-VTEC V,Manual,53491,Petrol,DL-14,493000,"Vasant Kunj, New Delhi",Delhi,Honda,2017,2,9638
MAGNA 1.2 KAPPA VTVT,Manual,33884,Petrol,HR-12,376000,"Metro Walk, Rohini, New Delhi",Delhi,Hyundai,2016,2,7351
110 PS RXZ 4X4 MT DIESEL,Manual,35331,Diesel,DL-10,1009000,"Sector-18, Noida",Delhi,Renault,2019,1,19205
LXI,Manual,123475,CNG,HR-26,265000,"Spaze Platinum, Sohna Road, Gurugram",Delhi,Maruti,2014,2,5181
MAGNA AT 1.2 KAPPA VTVT,Automatic,57438,Petrol,DL-7C,442000,"Metro Walk, Rohini, New Delhi",Delhi,Hyundai,2017,2,8641
EX MT,Manual,66051,Petrol,DL-3C,292000,"Sector-18, Noida",Delhi,Honda,2014,1,5709
VXI,Manual,67573,Petrol,DL-4C,348000,"Metro Walk, Rohini, New Delhi",Delhi,Maruti,2014,2,6803
VDI,Manual,98557,Diesel,HR-27,586000,"Spaze Platinum, Sohna Road, Gurugram",Delhi,Maruti,2018,1,11456
S MT PETROL,Manual,45297,Petrol,DL-8C,402000,"Vasant Kunj, New Delhi",Delhi,Honda,2012,1,7859
K6+ P 6 STR,Manual,37189,Petrol,DL-10,397000,"Metro Walk, Rohini, New Delhi",Delhi,Mahindra,2017,1,7761
SPORTZ 1.2 (O),Manual,59987,Petrol,DL-10,465000,"Metro Walk, Rohini, New Delhi",Delhi,Hyundai,2015,2,9091
1.2L I-VTEC V,Manual,18863,Petrol,DL-10,655000,"Metro Walk, Rohini, New Delhi",Delhi,Honda,2019,2,12805
1.6 VTVT SX (O) AT,Automatic,78698,Petrol,DL-2C,901000,"M3M Urbana, Golf Course Extension, Gurugram",Delhi,Hyundai,2018,2,17150
DELTA CVT PETROL 1.2,Automatic,13027,Petrol,DL-2C,556000,"Sector-18, Noida",Delhi,Maruti,2016,2,10870
VXI,Manual,33443,Petrol,HR-51,395000,"Parsvnath City Mall, Faridabad",Delhi,Maruti,2018,1,7722
XZA PLUS PETROL,Automatic,16032,Petrol,UP-14,889000,"Sector-18, Noida",Delhi,Tata,2019,1,16921
SX PLUS 1.6 PETROL,Manual,105384,Petrol,DL-1C,761000,"GIP Mall, Noida",Delhi,Hyundai,2017,2,14878
LXI CNG 1.0,Manual,85969,CNG,DL-9C,477000,"Metro Walk, Rohini, New Delhi",Delhi,Maruti,2019,1,9325
1.6 S,Manual,62663,Petrol,DL-9C,717000,"Metro Walk, Rohini, New Delhi",Delhi,Hyundai,2016,2,14017
V,Manual,24378,Petrol,HR-82,759000,"Spaze Platinum, Sohna Road, Gurugram",Delhi,Toyota,2021,1,14839
MAGNA 1.2,Manual,29951,Petrol,DL-8C,533000,"Vasant Kunj, New Delhi",Delhi,Hyundai,2016,1,10420
W11(O),Manual,30867,Diesel,UP-16,1531000,"Sector-18, Noida",Delhi,Mahindra,2020,1,29141
LXI,Manual,64952,Petrol,DL-2C,364000,"Metro Walk, Rohini, New Delhi",Delhi,Maruti,2017,1,7116
DELTA PETROL 1.2,Manual,47484,Petrol,HR-51,563000,"Metro Walk, Rohini, New Delhi",Delhi,Maruti,2020,2,11007
LXI,Manual,67680,CNG,HR-35,305000,"Parsvnath City Mall, Faridabad",Delhi,Maruti,2018,1,5963
VXI AMT,Automatic,32330,Petrol,HR-52,431000,"Parsvnath City Mall, Faridabad",Delhi,Maruti,2018,1,8426
DELTA PETROL 1.2,Manual,100505,Petrol,UP-16,457000,"KW Delhi 6, Raj Nagar Extension, Ghaziabad",Delhi,Maruti,2016,1,8934
SPORTZ 1.2,Manual,66601,Petrol,DL-8C,457000,"Metro Walk, Rohini, New Delhi",Delhi,Hyundai,2014,2,8934
ZETA 1.3,Manual,76701,Diesel,HR-26,667000,"Parsvnath City Mall, Faridabad",Delhi,Maruti,2018,1,13040
VXI,Manual,80888,Petrol,DL-3C,352000,"Sector-18, Noida",Delhi,Maruti,2014,1,6882
VXI,Manual,38064,Petrol,UP-14,311000,"KW Delhi 6, Raj Nagar Extension, Ghaziabad",Delhi,Maruti,2016,1,6080
ZXI AMT,Automatic,11466,Petrol,DL-3C,469000,"Sector-18, Noida",Delhi,Maruti,2017,1,9169
1.0 Lxi (o) cng,Manual,97574,CNG,HR-51,456000,"M3M Urbana, Golf Course Extension, Gurugram",Delhi,Maruti,2019,1,8915
XZ PETROL,Manual,16074,Petrol,HR-36,545000,"Metro Walk, Rohini, New Delhi",Delhi,Tata,2021,1,10655
VXI,Manual,80025,Petrol,DL-1C,380000,"Parsvnath City Mall, Faridabad",Delhi,Maruti,2015,2,7429
RXL 1.0,Manual,41437,Petrol,DL-9C,347000,"Sector-18, Noida",Delhi,Renault,2018,2,6784
1.5 i-DTEC VX MT,Manual,61360,Diesel,HR-10,878000,"Spaze Platinum, Sohna Road, Gurugram",Delhi,Honda,2020,1,16712
ZXI,Manual,40512,Petrol,HR-26,482000,"Parsvnath City Mall, Faridabad",Delhi,Maruti,2017,2,9423
CLIMBER MT 1.0,Manual,5221,Petrol,DL-14,487000,"Metro Walk, Rohini, New Delhi",Delhi,Renault,2022,1,9521
ZETA 1.3,Manual,122827,Diesel,HR-26,624000,"Sector-18, Noida",Delhi,Maruti,2018,1,12199
W8 DIESEL MT,Manual,86105,Diesel,DL-12,829000,"Vasant Kunj, New Delhi",Delhi,Mahindra,2019,1,15779
1.5L I-VTE V CVT,Automatic,52370,Petrol,HR-26,835000,"Vasant Kunj, New Delhi",Delhi,Honda,2018,1,15893
ALPHA  AT 1.5 SHVS PETROL,Automatic,80362,Petrol,DL-4C,758000,"Vasant Kunj, New Delhi",Delhi,Maruti,2018,1,14819
1.5L I-VTEC E MT,Manual,37369,Petrol,DL-14,641000,"Sector-18, Noida",Delhi,Honda,2016,1,12532
SPORTZ 1.2,Manual,24235,Petrol,UP-16,622000,"Sector-18, Noida",Delhi,Hyundai,2016,1,12160
MAGNA +,Manual,80594,Petrol,UP-16,249000,"Sector-18, Noida",Delhi,Hyundai,2014,1,4868
ZETA PETROL 1.2,Manual,32875,Petrol,DL-12,672000,"Vasant Kunj, New Delhi",Delhi,Maruti,2019,1,13138
ZETA 1.2 AMT,Automatic,107798,Petrol,UP-16,458000,"Sewa Nagar
",Delhi,Maruti,2018,1,8954
VXI,Manual,69946,CNG,DL-3C,488000,"GIP Mall, Noida",Delhi,Maruti,2017,1,9540
ZXI,Manual,91970,Petrol,UP-13,419000,"KW Delhi 6, Raj Nagar Extension, Ghaziabad",Delhi,Maruti,2020,2,8192
S 1.2,Manual,22599,Petrol,DL-10,638000,"M3M Urbana, Golf Course Extension, Gurugram",Delhi,Hyundai,2020,1,12473
1.2L I-VTEC S,Manual,47958,Petrol,DL-10,584000,"GIP Mall, Noida",Delhi,Honda,2018,1,11417
VXI,Manual,99500,Petrol,DL-9C,313000,"Sector-18, Noida",Delhi,Maruti,2012,1,6119
1.5L I-VTEC V AT,Automatic,42955,Petrol,DL-4C,480000,"Sector-18, Noida",Delhi,Honda,2012,1,9384
SPORTZ 1.2 KAPPA VTVT,Manual,75821,Petrol,HR-26,367000,"Metro Walk, Rohini, New Delhi",Delhi,Hyundai,2014,1,7175
SPORTZ CNG,Manual,39957,CNG,DL-12,502000,"KW Delhi 6, Raj Nagar Extension, Ghaziabad",Delhi,Hyundai,2019,1,9814
ZXI,Manual,3109,Petrol,DL-12,531000,"Sector-18, Noida",Delhi,Maruti,2016,1,10381
1.2L I-VTEC VX,Manual,97135,Petrol,DL-3C,370000,"Vasant Kunj, New Delhi",Delhi,Honda,2015,2,7234
VXI,Manual,80664,Petrol,UP-78,367000,"Sector-18, Noida",Delhi,Maruti,2016,1,7175
S MT,Manual,99665,Petrol,HR-51,307000,"Metro Walk, Rohini, New Delhi",Delhi,Honda,2014,1,6002
ZDI,Manual,73201,Diesel,HR-36,539000,"Spaze Platinum, Sohna Road, Gurugram",Delhi,Maruti,2016,1,10538
SPORTZ (O) AT 1.2 KAPPA VTVT,Automatic,33077,Petrol,DL-8C,592000,"M3M Urbana, Golf Course Extension, Gurugram",Delhi,Hyundai,2017,1,11574
ZXI PLUS,Manual,10723,Petrol,UP-63,595000,"KW Delhi 6, Raj Nagar Extension, Ghaziabad",Delhi,Maruti,2021,1,11632
TITANIUM 1.5L SIGNATURE EDITION (SUNROOF) PETROL,Manual,21228,Petrol,UP-16,922000,"Sector-18, Noida",Delhi,Ford,2019,1,17549
MAGNA 1.4 AT,Automatic,60937,Petrol,UP-16,646000,"GIP Mall, Noida",Delhi,Hyundai,2016,1,12629
1.2L I-VTEC V,Manual,52004,Petrol,DL-4C,446000,"GIP Mall, Noida",Delhi,Honda,2016,1,8719
TREND 1.5L PETROL,Manual,50432,Petrol,DL-12,453000,"Sector-18, Noida",Delhi,Ford,2014,1,8856
110 PS RXZ 4X2 AMT DIESEL,Automatic,75114,Diesel,HR-26,691000,"Parsvnath City Mall, Faridabad",Delhi,Renault,2018,2,13509
1.2L I-VTEC VX MT,Manual,87581,Petrol,DL-3C,638000,"Vasant Kunj, New Delhi",Delhi,Honda,2017,1,12473
VXI,Manual,60351,Petrol,UP-16,501000,"Sector-18, Noida",Delhi,Maruti,2016,1,9795
W5 FWD,Manual,75908,Diesel,UP-14,920000,"Sector-18, Noida",Delhi,Mahindra,2018,1,17511
1.2L I-VTEC S,Manual,63839,CNG,HR-26,406000,"Metro Walk, Rohini, New Delhi",Delhi,Honda,2015,2,7937
DELTA 1.5 SHVS MT PETROL,Manual,69039,Petrol,HR-29,639000,"Metro Walk, Rohini, New Delhi",Delhi,Maruti,2018,2,12493
VX,Manual,92279,Petrol,DL-12,208000,"Vasant Kunj, New Delhi",Delhi,Toyota,2011,1,4066
RXT 0.8,Manual,22812,Petrol,HR-06,313000,"M3M Urbana, Golf Course Extension, Gurugram",Delhi,Renault,2018,2,6119
1.2L I-VTEC V CVT,Automatic,21319,Petrol,DL-10,703000,"Vasant Kunj, New Delhi",Delhi,Honda,2018,1,13744
MAGNA 1.2,Manual,54346,Petrol,HR-10,248000,"Spaze Platinum, Sohna Road, Gurugram",Delhi,Hyundai,2012,2,4848
1.5L I-VTEC ZX CVT,Automatic,58193,Petrol,UP-16,943000,"KW Delhi 6, Raj Nagar Extension, Ghaziabad",Delhi,Honda,2017,1,17949
ZXI 1.2,Manual,29548,Petrol,HR-51,498000,"Parsvnath City Mall, Faridabad",Delhi,Maruti,2019,1,9736
A,Manual,16976,Petrol,DL-3C,330000,"Sector-18, Noida",Delhi,Datsun,2021,1,6452
VXI,Manual,48522,Petrol,DL-9C,361000,"Sector-18, Noida",Delhi,Maruti,2014,2,7058
1.5L I-VTEC SV CVT,Automatic,63915,Petrol,HR-26,668000,"Sector-18, Noida",Delhi,Honda,2016,1,13060
1.5L I-VTEC VX CVT,Automatic,102713,Petrol,UP-16,766000,"Sector-18, Noida",Delhi,Honda,2017,1,14975
XE 1.2 REVOTRON,Manual,19811,Petrol,HR-51,521000,"Sector-18, Noida",Delhi,Tata,2021,1,10186
MAGNA 1.2,Manual,69458,Petrol,DL-10,438000,"Vasant Kunj, New Delhi",Delhi,Hyundai,2015,1,8563
LXI CNG,Manual,78642,CNG,HR-51,401000,"Vasant Kunj, New Delhi",Delhi,Maruti,2018,1,7840
1.2L I-VTEC V,Manual,67773,CNG,HR-36,640000,"Spaze Platinum, Sohna Road, Gurugram",Delhi,Honda,2019,1,12512
MAGNA 1.2 KAPPA VTVT,Manual,15238,Petrol,DL-4C,443000,"GIP Mall, Noida",Delhi,Hyundai,2017,1,8661
RXT 1.0 (O),Manual,31433,Petrol,HR-26,392000,"Sector-18, Noida",Delhi,Renault,2021,1,7664
ALPHA 1.2,Manual,123617,Petrol,UP-80,416000,"GIP Mall, Noida",Delhi,Maruti,2018,1,8133
SPORTZ 1.2 KAPPA VTVT,Manual,50414,CNG,DL-9C,496000,"Sector-18, Noida",Delhi,Hyundai,2019,2,9697
LXI (O),Manual,6746,Petrol,DL-6C,470000,"Vasant Kunj, New Delhi",Delhi,Maruti,2017,1,9189
XV MT,Manual,14740,Petrol,UP-16,723000,"GIP Mall, Noida",Delhi,Nissan,2021,1,14135
SPORTZ 1.2 KAPPA VTVT,Manual,17925,Petrol,HR-26,490000,"Parsvnath City Mall, Faridabad",Delhi,Hyundai,2019,1,9580
E MT,Manual,21682,Petrol,UP-16,269000,"Sector-18, Noida",Delhi,Honda,2013,2,5259
MAGNA 1.2 KAPPA VTVT,Manual,55061,Petrol,DL-12,322400,"Metro Walk, Rohini, New Delhi",Delhi,Hyundai,2014,2,6303
ZXI PLUS,Manual,66688,Petrol,HR-26,578000,"Parsvnath City Mall, Faridabad",Delhi,Maruti,2018,2,11300
1.6 VTVT SX (O) AT,Automatic,33112,Petrol,UP-32,989000,"GIP Mall, Noida",Delhi,Hyundai,2018,1,18825
XE PETROL,Manual,33709,Petrol,UP-16,415000,"GIP Mall, Noida",Delhi,Tata,2018,2,8113
VDI,Manual,84217,Diesel,HR-36,664000,"Metro Walk, Rohini, New Delhi",Delhi,Maruti,2019,1,12981
G,Manual,63852,Petrol,DL-3C,431000,"Metro Walk, Rohini, New Delhi",Delhi,Toyota,2015,1,8426
1.2L I-VTEC V AT,Automatic,53058,Petrol,DL-3C,469000,"GIP Mall, Noida",Delhi,Honda,2015,1,9169
VXI AMT,Automatic,17314,Petrol,DL-9C,336000,"Sector-18, Noida",Delhi,Maruti,2015,2,6569
SX 1.6 PETROL,Manual,15589,Petrol,DL-12,1015000,"Vasant Kunj, New Delhi",Delhi,Hyundai,2019,1,19320
MAGNA 1.2,Manual,41664,Petrol,DL-11,439000,"Metro Walk, Rohini, New Delhi",Delhi,Hyundai,2015,1,8583
LXI (O),Manual,82959,Petrol,DL-9C,341000,"Metro Walk, Rohini, New Delhi",Delhi,Maruti,2015,1,6667
RXT 0.8 (O),Manual,24795,Petrol,DL-8C,312000,"Sector-18, Noida",Delhi,Renault,2019,2,6100
SHVS VDI,Manual,60895,Diesel,HR-51,547000,"Parsvnath City Mall, Faridabad",Delhi,Maruti,2017,1,10694
2.0L I-VTEC 2WD AT,Automatic,107434,Petrol,UP-14,910000,"GIP Mall, Noida",Delhi,Honda,2015,1,17321
VXI,Manual,57941,Petrol,DL-8C,539000,"Sector-18, Noida",Delhi,Maruti,2018,1,10538
ALPHA  AT 1.4  PETROL,Automatic,120295,CNG,HR-72,606000,"Spaze Platinum, Sohna Road, Gurugram",Delhi,Maruti,2017,2,11847
LXI (O),Manual,6795,Petrol,DL-6C,470000,"KW Delhi 6, Raj Nagar Extension, Ghaziabad",Delhi,Maruti,2017,1,9189
STYLE TSI,Manual,113946,Petrol,HR-26,928000,"M3M Urbana, Golf Course Extension, Gurugram",Delhi,Skoda,2020,1,17664
SPORTZ (O) 1.2,Manual,93658,Petrol,DL-4C,201000,"Spaze Platinum, Sohna Road, Gurugram",Delhi,Hyundai,2011,2,3930
SPORTZ 1.2,Manual,35401,Petrol,DL-8C,551000,"GIP Mall, Noida",Delhi,Hyundai,2016,1,10772
SPORTZ 1.2 KAPPA VTVT,Manual,90358,Petrol,DL-7C,377000,"Metro Walk, Rohini, New Delhi",Delhi,Hyundai,2015,1,7370
VXI D,Manual,49115,Petrol,DL-2C,191000,"Parsvnath City Mall, Faridabad",Delhi,Maruti,2010,1,3734
1.2L I-VTEC S OPT,Manual,32463,Petrol,DL-10,484000,"Parsvnath City Mall, Faridabad",Delhi,Honda,2018,2,9462
ZXI AMT,Automatic,47465,Petrol,DL-6C,392000,"Metro Walk, Rohini, New Delhi",Delhi,Maruti,2016,1,7664
MONTE CARLO TSI,Manual,43210,Petrol,DL-10,1098000,"Vasant Kunj, New Delhi",Delhi,Skoda,2021,2,20899
TITANIUM 1.5L PETROL,Manual,62303,Petrol,DL-2C,615000,"Sector-18, Noida",Delhi,Ford,2017,2,12023
VXI,Manual,86391,Petrol,DL-9C,331000,"Parsvnath City Mall, Faridabad",Delhi,Maruti,2013,1,6471
LXI,Manual,58861,Petrol,DL-4C,214000,"Metro Walk, Rohini, New Delhi",Delhi,Maruti,2012,1,4184
TITANIUM 1.5L DIESEL,Manual,48692,Diesel,UP-80,584000,"Sector-18, Noida",Delhi,Ford,2017,1,11417
1.5L I-VTEC VX,Manual,71321,Petrol,HR-26,654000,"Metro Walk, Rohini, New Delhi",Delhi,Honda,2016,2,12786
1.5L I-VTEC SV CVT,Automatic,85501,Petrol,DL-3C,584000,"Vasant Kunj, New Delhi",Delhi,Honda,2015,1,11417
SPORTZ 1.2,Manual,35690,Petrol,DL-9C,495000,"GIP Mall, Noida",Delhi,Hyundai,2016,2,9677
MAGNA 1.2 KAPPA VTVT,Manual,42006,CNG,DL-11,463000,"Metro Walk, Rohini, New Delhi",Delhi,Hyundai,2017,2,9052
ALPHA 1.5,Manual,5574,Petrol,UP-14,1021000,"KW Delhi 6, Raj Nagar Extension, Ghaziabad",Delhi,Maruti,2020,1,19434
LXI,Manual,63308,Petrol,DL-6C,380000,"M3M Urbana, Golf Course Extension, Gurugram",Delhi,Maruti,2014,1,7429
LXI,Manual,34615,Petrol,HR-30,252000,"Metro Walk, Rohini, New Delhi",Delhi,Maruti,2016,1,4927
A,Manual,16604,Petrol,DL-8C,406000,"Sector-18, Noida",Delhi,Datsun,2018,1,7937
VXI+AT,Automatic,97770,Petrol,HR-26,511000,"Parsvnath City Mall, Faridabad",Delhi,Maruti,2014,1,9990
SPORTZ 1.2,Manual,62026,Petrol,UP-80,167000,"Sector-18, Noida",Delhi,Hyundai,2011,2,3265
SPORTZ CNG,Manual,56867,CNG,HR-13,498000,"Spaze Platinum, Sohna Road, Gurugram",Delhi,Hyundai,2020,1,9736
ASTA 1.2 KAPPA VTVT,Manual,27362,Petrol,DL-8C,533000,"Metro Walk, Rohini, New Delhi",Delhi,Hyundai,2017,1,10420
VDI,Manual,35946,Diesel,HR-36,409000,"Parsvnath City Mall, Faridabad",Delhi,Maruti,2014,1,7996
DELTA PETROL 1.2,Manual,65537,Petrol,HR-51,514000,"M3M Urbana, Golf Course Extension, Gurugram",Delhi,Maruti,2017,1,10049
1.2L I-VTEC S,Manual,17270,Petrol,DL-10,634000,"Metro Walk, Rohini, New Delhi",Delhi,Honda,2019,1,12395
VXI,Manual,78853,Petrol,DL-8C,352000,"Vasant Kunj, New Delhi",Delhi,Maruti,2013,1,6882
T10 AMT DUAL TONE,Automatic,47414,Diesel,DL-7C,740000,"Metro Walk, Rohini, New Delhi",Delhi,Mahindra,2018,1,14467
FLUIDIC 4S 1.6 VTVT S(O),Manual,47960,Petrol,DL-8C,613000,"Metro Walk, Rohini, New Delhi",Delhi,Hyundai,2015,1,11984
RXL 1.0 AMT,Automatic,9263,Petrol,HR-36,462000,"M3M Urbana, Golf Course Extension, Gurugram",Delhi,Renault,2021,1,9032
110 PS RXZ 4X4 MT DIESEL,Manual,100579,Diesel,DL-7C,732000,"Sector-18, Noida",Delhi,Renault,2019,2,14311
ALPHA DIESEL 1.3,Manual,89202,Diesel,HR-51,611000,"Vasant Kunj, New Delhi",Delhi,Maruti,2018,2,11945
VXI+,Manual,7870,Petrol,HR-51,486000,"M3M Urbana, Golf Course Extension, Gurugram",Delhi,Maruti,2022,1,9501
XT PETROL,Manual,13447,Petrol,HR-20,537000,"Parsvnath City Mall, Faridabad",Delhi,Tata,2021,2,10498
VXI d,Manual,56513,Petrol,DL-8C,369000,"Sector-18, Noida",Delhi,Maruti,2017,2,7214
1.2L I-VTEC S,Manual,49820,Petrol,DL-10,443000,"Sector-18, Noida",Delhi,Honda,2017,2,8661
SPORTZ 1.2 KAPPA VTVT,Manual,76950,Petrol,UP-14,310000,"KW Delhi 6, Raj Nagar Extension, Ghaziabad",Delhi,Hyundai,2013,1,6061
S MT PETROL,Manual,38002,Petrol,UP-14,466000,"Sector-18, Noida",Delhi,Honda,2013,1,9110
DELTA 1.4 AT PETROL,Automatic,65549,Petrol,DL-9C,641000,"Sector-18, Noida",Delhi,Maruti,2017,1,12532
ASTA 1.2,Manual,20448,Petrol,DL-12,618000,"Spaze Platinum, Sohna Road, Gurugram",Delhi,Hyundai,2017,1,12082
N8 1.0 TURBO GDI IMT,Manual,39502,Petrol,HR-98,945000,"Metro Walk, Rohini, New Delhi",Delhi,Hyundai,2021,1,17987
1.5L I-VTEC S MT,Manual,21452,Petrol,UP-14,770000,"Sector-18, Noida",Delhi,Honda,2018,1,15054
G PETROL,Manual,69700,Petrol,DL-7C,238000,"Sector-18, Noida",Delhi,Toyota,2010,2,4653
MAGNA (O) 1.2,Manual,94424,Petrol,DL-12,297000,"M3M Urbana, Golf Course Extension, Gurugram",Delhi,Hyundai,2013,1,5806
G DIESEL,Manual,101720,Diesel,HR-26,999000,"Sector-18, Noida",Delhi,Toyota,2018,1,19015
S 1.2,Manual,12896,Petrol,HR-51,517000,"Parsvnath City Mall, Faridabad",Delhi,Hyundai,2018,1,10107
VXI 1.2,Manual,18543,Petrol,HR-20,541000,"M3M Urbana, Golf Course Extension, Gurugram",Delhi,Maruti,2021,1,10577
1.2L I-VTEC S ALIVE EDITION,Manual,68714,Petrol,UP-14,671000,"Sector-18, Noida",Delhi,Honda,2019,1,13118
DELTA 1.2 AMT,Automatic,49158,Petrol,HR-26,482000,"Parsvnath City Mall, Faridabad",Delhi,Maruti,2018,2,9423
VXI,Manual,66286,Petrol,DL-14,306000,"Sector-18, Noida",Delhi,Maruti,2018,1,5982
1.8 G,Manual,67066,Petrol,DL-12,374000,"Metro Walk, Rohini, New Delhi",Delhi,Toyota,2011,2,7312
AMBIENTE 1.5L PETROL,Manual,32873,Petrol,DL-8C,515000,"Metro Walk, Rohini, New Delhi",Delhi,Ford,2016,1,10068
XZA PETROL,Automatic,53799,Petrol,HR-26,496000,"Metro Walk, Rohini, New Delhi",Delhi,Tata,2019,1,9697
LXI,Manual,44817,Petrol,HR-36,543000,"Metro Walk, Rohini, New Delhi",Delhi,Maruti,2020,2,10616
ZXI AMT,Automatic,111670,Petrol,UP-85,538000,"Sewa Nagar
",Delhi,Maruti,2018,1,10518
ZETA 1.2,Manual,19418,Petrol,DL-2C,594000,"Sector-18, Noida",Delhi,Maruti,2020,1,11613
MAGNA 1.2,Manual,63556,Petrol,DL-7C,233000,"M3M Urbana, Golf Course Extension, Gurugram",Delhi,Hyundai,2012,1,4555
VXI,Manual,9647,Petrol,DL-3C,483000,"Metro Walk, Rohini, New Delhi",Delhi,Maruti,2021,1,9443
S MT,Manual,76756,Petrol,DL-3C,245000,"GIP Mall, Noida",Delhi,Honda,2013,2,4790
COMFORTLINE 1.6,Manual,74369,Petrol,DL-3C,264000,"Vasant Kunj, New Delhi",Delhi,Volkswagen,2010,1,5161
MAGNA 1.2,Manual,95566,Petrol,UP-13,498000,"Sector-18, Noida",Delhi,Hyundai,2016,1,9736
RXL PETROL,Manual,59407,Petrol,DL-4C,626000,"GIP Mall, Noida",Delhi,Renault,2017,2,12238
LXI,Manual,48162,Petrol,HR-51,544000,"Sector-18, Noida",Delhi,Maruti,2018,1,10635
1.5L I-VTE V CVT,Automatic,31071,Petrol,HR-51,890000,"M3M Urbana, Golf Course Extension, Gurugram",Delhi,Honda,2018,1,16940
TITANIUM 1.5L PETROL,Manual,71478,CNG,DL-11,695000,"Sector-18, Noida",Delhi,Ford,2018,2,13587
VDI,Manual,61307,Diesel,HR-30,741000,"M3M Urbana, Golf Course Extension, Gurugram",Delhi,Maruti,2019,1,14487
LXI,Manual,120834,Petrol,DL-4C,277000,"KW Delhi 6, Raj Nagar Extension, Ghaziabad",Delhi,Maruti,2014,1,5415
1.5L I-VTEC VX CVT,Automatic,80673,Petrol,UP-16,822000,"Sewa Nagar
",Delhi,Honda,2018,2,15646
VXI,Manual,62621,Petrol,DL-6C,534000,"Spaze Platinum, Sohna Road, Gurugram",Delhi,Maruti,2018,1,10440
XZ PETROL,Manual,32282,Petrol,UP-53,689000,"GIP Mall, Noida",Delhi,Tata,2020,1,13470
LXI CNG 1.0 L,Manual,95966,CNG,HR-12,526000,"Parsvnath City Mall, Faridabad",Delhi,Maruti,2021,1,10283
ASTA (O) 1.2 KAPPA VTVT,Manual,32594,Petrol,HR-26,442000,"Spaze Platinum, Sohna Road, Gurugram",Delhi,Hyundai,2016,1,8641
RXS 106 PS MT,Manual,47944,Petrol,DL-7C,762000,"Metro Walk, Rohini, New Delhi",Delhi,Renault,2019,1,14897
1.5L I-VTEC VX CVT,Automatic,74169,Petrol,DL-4C,650000,"Spaze Platinum, Sohna Road, Gurugram",Delhi,Honda,2015,1,12708
